,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Spain,Geography_France,Geography_Germany,Gender_Male,Gender_Female
3635,3,1,5,0,1,1,1,2,0,1,-1,-1,-1,1
3636,2,0,5,2,1,1,0,2,0,-1,-1,1,1,-1
3637,2,0,5,2,2,1,0,2,0,-1,-1,1,1,-1
3638,2,2,5,0,2,1,0,2,1,-1,1,-1,-1,1
3639,2,1,4,0,1,1,0,1,0,-1,1,-1,-1,1
3640,2,1,6,1,2,1,0,1,0,1,-1,-1,-1,1
3641,2,2,3,0,1,1,1,1,1,-1,1,-1,-1,1
3642,3,0,6,3,1,1,1,1,0,1,-1,-1,1,-1
3643,1,0,5,0,2,1,1,1,0,-1,1,-1,-1,1
3644,1,1,6,2,1,1,0,2,1,1,-1,-1,1,-1
3645,4,0,3,3,1,0,1,2,0,1,-1,-1,-1,1
3646,3,1,3,2,2,1,1,2,0,-1,-1,1,1,-1
3647,1,1,3,2,1,1,0,2,1,-1,1,-1,-1,1
3648,1,1,5,2,1,1,0,1,1,-1,-1,1,-1,1
3649,1,0,5,2,1,1,1,2,0,-1,-1,1,1,-1
3650,3,1,3,3,2,1,1,1,0,-1,1,-1,-1,1
3651,2,1,6,2,1,1,1,1,0,1,-1,-1,1,-1
3652,1,0,6,0,2,0,1,2,0,1,-1,-1,-1,1
3653,3,0,5,1,1,1,1,1,0,-1,-1,1,1,-1
3654,4,2,6,3,1,0,1,1,0,-1,1,-1,-1,1
3655,3,0,5,1,1,1,1,1,0,-1,-1,1,1,-1
3656,2,0,5,1,2,1,0,1,0,-1,1,-1,1,-1
3657,3,3,4,2,1,1,1,2,0,-1,-1,1,1,-1
3658,3,1,5,2,2,1,1,2,0,-1,-1,1,1,-1
3659,2,1,5,2,2,1,1,2,1,-1,1,-1,-1,1
3660,3,2,3,2,1,1,0,2,1,-1,-1,1,-1,1
3661,3,0,6,2,2,1,1,2,0,-1,-1,1,-1,1
3662,2,1,3,2,1,1,1,2,0,1,-1,-1,-1,1
3663,4,1,5,0,2,0,1,2,0,1,-1,-1,-1,1
3664,1,1,3,0,2,0,0,1,0,-1,1,-1,1,-1
3665,3,1,2,0,2,1,1,1,0,-1,1,-1,1,-1
3666,3,1,6,2,1,1,1,2,0,-1,1,-1,-1,1
3667,2,1,6,1,2,0,1,2,0,-1,1,-1,1,-1
3668,4,0,5,3,3,1,0,2,1,1,-1,-1,-1,1
3669,2,1,3,2,1,1,0,2,1,-1,-1,1,-1,1
3670,3,0,4,1,1,0,1,1,0,-1,1,-1,-1,1
3671,3,0,3,2,1,1,0,2,0,-1,-1,1,1,-1
3672,1,1,5,2,1,0,1,1,0,-1,1,-1,-1,1
3673,1,1,6,2,2,1,1,1,0,-1,-1,1,1,-1
3674,2,0,3,0,1,1,1,2,0,1,-1,-1,1,-1
3675,3,0,6,0,3,0,1,1,0,1,-1,-1,1,-1
3676,3,1,3,0,3,1,1,2,1,1,-1,-1,-1,1
3677,4,0,7,0,2,1,1,2,0,-1,1,-1,1,-1
3678,3,3,5,3,1,1,1,2,0,-1,-1,1,1,-1
3679,3,3,5,2,2,1,1,1,0,-1,-1,1,-1,1
3680,3,2,3,1,1,1,1,1,0,-1,1,-1,-1,1
3681,2,1,4,2,2,1,1,1,1,-1,-1,1,-1,1
3682,3,2,3,2,1,1,0,1,1,-1,-1,1,-1,1
3683,2,1,5,2,1,1,0,2,0,-1,1,-1,-1,1
3684,2,1,7,0,1,0,1,1,0,1,-1,-1,1,-1
3685,3,1,3,2,2,0,1,1,0,1,-1,-1,1,-1
3686,2,2,4,1,2,1,0,2,0,-1,-1,1,-1,1
3687,4,0,6,2,1,1,1,2,1,-1,1,-1,-1,1
3688,1,2,6,2,2,1,1,1,0,-1,-1,1,1,-1
3689,4,1,6,0,1,0,1,1,0,-1,1,-1,-1,1
3690,2,1,6,2,1,1,0,2,1,-1,-1,1,1,-1
3691,3,0,5,0,2,1,0,1,0,-1,1,-1,1,-1
3692,2,0,4,2,1,1,1,1,0,1,-1,-1,1,-1
3693,1,1,6,2,2,1,1,2,0,-1,-1,1,1,-1
3694,4,2,6,2,1,1,1,1,1,-1,1,-1,-1,1
3695,2,1,6,0,2,1,0,2,0,-1,1,-1,1,-1
3696,1,1,7,0,2,0,0,2,0,-1,1,-1,1,-1
3697,3,1,7,2,3,1,0,1,1,-1,-1,1,1,-1
3698,1,1,5,1,2,1,1,2,0,1,-1,-1,1,-1
3699,501,1,3,0,2,1,0,1,0,-1,1,-1,1,-1
3700,3,1,5,0,2,1,1,1,0,1,-1,-1,1,-1
3701,1,1,4,2,2,1,1,1,1,-1,-1,1,-1,1
3702,4,0,2,2,1,0,0,2,0,-1,-1,1,-1,1
3703,3,0,2,2,1,1,0,1,0,-1,-1,1,1,-1
3704,4,1,6,0,1,0,0,2,0,-1,1,-1,1,-1
3705,3,1,5,0,2,1,0,2,0,1,-1,-1,1,-1
3706,3,1,5,1,2,1,1,1,0,-1,1,-1,1,-1
3707,3,0,2,0,2,0,1,1,0,-1,1,-1,1,-1
3708,3,1,3,0,1,1,0,1,1,-1,1,-1,1,-1
3709,3,1,5,2,1,1,0,2,1,-1,-1,1,-1,1
3710,2,2,5,1,2,1,0,2,1,1,-1,-1,-1,1
3711,4,3,5,0,1,1,1,1,0,1,-1,-1,-1,1
3712,1,1,4,2,2,1,1,2,0,-1,-1,1,1,-1
3713,3,0,4,2,1,1,1,2,0,-1,1,-1,1,-1
3714,3,1,5,1,2,0,0,1,0,-1,1,-1,1,-1
3715,1,1,5,1,1,1,1,2,0,-1,1,-1,1,-1
3716,3,1,6,2,1,1,1,1,0,1,-1,-1,1,-1
3717,2,1,3,2,2,1,0,2,0,-1,-1,1,1,-1
3718,1,1,5,3,1,1,0,2,0,1,-1,-1,-1,1
3719,2,2,3,0,2,0,0,1,0,1,-1,-1,1,-1
3720,4,1,5,0,1,0,1,1,1,-1,1,-1,1,-1
3721,2,0,4,0,2,1,0,1,0,1,-1,-1,1,-1
3722,4,0,5,0,2,1,0,1,0,1,-1,-1,1,-1
3723,2,1,3,0,2,1,1,1,0,-1,1,-1,1,-1
3724,3,1,5,0,2,1,0,2,0,-1,1,-1,-1,1
3725,3,0,4,2,2,1,0,2,0,-1,1,-1,-1,1
3726,504,1,4,0,2,1,0,2,1,-1,1,-1,-1,1
3727,4,1,5,2,1,1,1,1,0,-1,1,-1,1,-1
3728,3,0,6,1,1,0,0,2,0,1,-1,-1,-1,1
3729,1,2,5,0,2,1,1,1,0,-1,1,-1,-1,1
3730,4,1,4,2,2,1,0,1,1,-1,1,-1,-1,1
3731,1,3,7,2,2,1,1,1,0,-1,1,-1,1,-1
3732,3,1,3,0,2,0,0,1,0,-1,1,-1,-1,1
3733,3,1,7,1,1,1,0,1,0,-1,-1,1,1,-1
3734,3,1,5,2,2,1,0,2,0,-1,-1,1,1,-1
3735,2,0,3,0,1,1,1,1,0,1,-1,-1,-1,1
3736,3,0,6,1,1,1,1,2,0,1,-1,-1,1,-1
3737,3,1,6,2,1,1,0,1,0,-1,1,-1,1,-1
3738,2,1,5,1,1,1,0,2,0,1,-1,-1,1,-1
3739,4,1,6,2,2,1,0,2,0,1,-1,-1,1,-1
3740,4,1,3,3,1,1,1,1,0,-1,-1,1,1,-1
3741,1,1,5,0,2,1,1,2,0,-1,1,-1,1,-1
3742,2,1,5,1,2,1,1,2,0,-1,-1,1,1,-1
3743,2,1,5,1,2,1,0,1,0,1,-1,-1,-1,1
3744,3,0,3,2,3,1,1,2,1,-1,-1,1,1,-1
3745,1,3,4,2,1,0,1,2,0,-1,1,-1,-1,1
3746,2,1,4,0,2,1,0,2,0,1,-1,-1,1,-1
3747,3,1,5,2,1,1,0,2,0,-1,-1,1,-1,1
3748,3,1,3,2,1,1,1,1,0,1,-1,-1,1,-1
3749,1,2,5,2,1,1,1,2,0,-1,1,-1,-1,1
3750,1,0,5,1,2,1,0,2,0,-1,-1,1,1,-1
3751,3,1,7,2,1,1,0,2,0,1,-1,-1,-1,1
3752,2,1,5,0,2,1,1,1,0,-1,1,-1,-1,1
3753,3,2,4,0,1,1,1,2,1,-1,1,-1,-1,1
3754,2,1,6,2,1,1,0,1,1,-1,1,-1,-1,1
3755,2,0,6,0,1,0,1,1,0,-1,1,-1,-1,1
3756,3,0,6,2,1,1,0,1,0,-1,-1,1,1,-1
3757,1,1,5,0,2,1,1,2,0,-1,1,-1,-1,1
3758,3,1,3,0,2,0,1,1,0,1,-1,-1,1,-1
3759,4,1,3,0,2,1,0,1,0,-1,1,-1,1,-1
3760,3,1,6,0,2,0,0,2,0,1,-1,-1,-1,1
3761,3,0,5,2,1,0,1,1,0,-1,1,-1,-1,1
3762,4,2,3,1,1,1,1,2,0,-1,-1,1,-1,1
3763,3,1,5,0,1,0,1,2,1,-1,1,-1,1,-1
3764,4,0,6,2,1,0,1,2,0,-1,-1,1,1,-1
3765,3,0,5,2,2,1,0,2,0,-1,-1,1,-1,1
3766,4,1,4,1,2,1,1,2,0,1,-1,-1,-1,1
3767,3,0,4,0,1,1,1,2,0,-1,1,-1,1,-1
3768,1,1,4,2,2,0,0,2,0,-1,1,-1,1,-1
3769,3,1,6,3,2,0,0,2,1,1,-1,-1,1,-1
3770,2,1,6,0,2,1,0,1,0,-1,1,-1,1,-1
3771,1,2,6,3,2,1,1,2,0,-1,-1,1,1,-1
3772,3,0,5,1,1,1,0,2,0,-1,-1,1,1,-1
3773,2,1,4,0,2,1,0,2,0,-1,1,-1,-1,1
3774,3,1,6,0,2,0,0,2,0,1,-1,-1,-1,1
3775,2,1,4,0,2,0,0,2,0,1,-1,-1,1,-1
3776,2,3,3,0,2,1,0,2,1,-1,1,-1,1,-1
3777,3,1,3,3,1,1,0,1,0,-1,1,-1,-1,1
3778,1,3,6,1,1,1,1,1,0,-1,1,-1,1,-1
3779,4,0,5,0,2,0,1,2,0,-1,1,-1,1,-1
3780,1,1,6,2,2,1,1,1,0,-1,-1,1,1,-1
3781,3,0,4,2,2,1,1,2,0,-1,-1,1,1,-1
3782,2,1,4,2,1,0,1,2,0,-1,1,-1,1,-1
3783,4,1,6,2,1,1,0,1,0,-1,1,-1,-1,1
3784,1,0,3,0,1,1,1,2,0,-1,1,-1,1,-1
3785,4,1,3,1,1,1,1,1,0,1,-1,-1,1,-1
3786,1,3,3,0,1,1,0,2,0,-1,1,-1,-1,1
3787,4,1,4,0,2,1,0,1,0,-1,1,-1,1,-1
3788,2,1,2,2,1,0,0,1,0,-1,1,-1,1,-1
3789,2,1,3,2,1,1,1,2,0,-1,1,-1,-1,1
3790,3,2,6,2,1,0,1,1,1,-1,1,-1,-1,1
3791,2,1,6,2,1,0,1,2,0,-1,1,-1,-1,1
3792,4,1,5,2,2,0,0,1,0,-1,1,-1,1,-1
3793,3,2,4,0,1,1,1,1,1,-1,1,-1,-1,1
3794,4,0,4,2,1,1,1,1,0,-1,1,-1,-1,1
3795,4,1,6,2,2,1,1,2,0,-1,-1,1,-1,1
3796,4,1,3,1,1,1,1,2,0,1,-1,-1,1,-1
3797,3,1,6,2,1,1,1,2,0,-1,1,-1,1,-1
3798,3,1,3,0,2,1,1,2,0,-1,1,-1,1,-1
3799,3,0,6,0,2,1,1,1,0,1,-1,-1,-1,1
3800,1,0,3,0,2,1,0,2,0,-1,1,-1,1,-1
3801,496,1,2,2,1,1,1,2,0,-1,1,-1,1,-1
3802,2,1,4,3,1,1,1,1,0,-1,-1,1,-1,1
3803,2,0,3,1,2,1,1,1,0,-1,-1,1,-1,1
3804,2,0,5,1,1,0,0,2,0,-1,1,-1,1,-1
3805,3,1,5,2,2,1,1,2,0,-1,1,-1,-1,1
3806,2,1,4,3,1,0,1,2,1,-1,-1,1,-1,1
3807,3,0,5,0,2,1,0,2,0,-1,1,-1,1,-1
3808,2,2,4,2,1,1,1,1,1,-1,-1,1,1,-1
3809,3,0,2,1,1,0,0,2,0,-1,-1,1,-1,1
3810,3,2,5,2,2,0,1,2,0,-1,-1,1,1,-1
3811,4,0,4,1,2,0,0,2,0,-1,1,-1,1,-1
3812,3,1,5,0,2,0,1,2,0,-1,1,-1,-1,1
3813,3,1,3,2,1,1,1,2,0,-1,1,-1,1,-1
3814,3,1,7,2,2,1,1,2,0,-1,-1,1,1,-1
3815,4,3,6,3,1,0,0,2,1,-1,1,-1,1,-1
3816,4,1,5,2,2,0,1,2,0,-1,-1,1,-1,1
3817,2,0,4,0,1,1,1,2,1,1,-1,-1,-1,1
3818,2,0,2,2,2,0,0,2,0,-1,-1,1,-1,1
3819,3,2,4,0,2,1,1,1,0,1,-1,-1,-1,1
3820,3,1,4,2,1,0,0,1,0,1,-1,-1,1,-1
3821,1,3,5,3,1,1,1,1,0,1,-1,-1,-1,1
3822,1,1,3,0,2,1,1,2,0,1,-1,-1,1,-1
3823,4,0,5,0,2,1,0,1,0,-1,1,-1,1,-1
3824,2,1,5,2,2,1,0,1,0,-1,-1,1,-1,1
3825,2,0,5,2,1,1,0,2,0,-1,-1,1,-1,1
3826,3,1,5,2,1,1,0,2,0,-1,1,-1,1,-1
3827,3,1,7,0,2,1,0,1,0,-1,1,-1,1,-1
3828,1,1,4,2,1,1,1,1,0,1,-1,-1,1,-1
3829,3,1,6,1,1,1,0,1,0,-1,1,-1,1,-1
3830,1,1,4,4,1,1,0,2,0,1,-1,-1,1,-1
3831,4,0,3,2,1,1,0,1,0,-1,-1,1,1,-1
3832,1,0,5,1,2,0,1,1,0,-1,-1,1,1,-1
3833,498,2,6,2,2,1,0,1,1,-1,-1,1,1,-1
3834,3,2,2,2,1,0,1,1,0,1,-1,-1,-1,1
3835,2,1,5,0,1,1,0,2,1,-1,1,-1,-1,1
3836,3,1,5,0,1,0,1,1,1,-1,1,-1,-1,1
3837,3,1,5,0,2,1,1,1,0,1,-1,-1,-1,1
3838,2,0,6,1,1,1,1,1,0,-1,1,-1,1,-1
3839,2,3,2,3,2,1,1,2,0,1,-1,-1,-1,1
3840,2,0,6,0,2,0,1,2,0,1,-1,-1,-1,1
3841,4,1,5,1,2,1,1,2,0,-1,-1,1,1,-1
3842,4,1,3,3,1,1,0,1,0,-1,1,-1,-1,1
3843,4,1,6,1,2,1,0,2,0,-1,1,-1,1,-1
3844,2,1,5,2,2,1,1,1,0,1,-1,-1,1,-1
3845,2,1,5,2,1,0,0,1,0,1,-1,-1,-1,1
3846,4,1,5,1,2,1,1,2,0,-1,-1,1,1,-1
3847,1,0,5,0,2,1,0,2,0,1,-1,-1,-1,1
3848,4,1,6,0,2,1,0,2,0,1,-1,-1,1,-1
3849,2,1,5,0,1,1,1,2,0,-1,1,-1,1,-1
3850,4,1,4,2,1,0,1,2,1,-1,-1,1,1,-1
3851,3,2,6,1,1,0,0,1,1,-1,-1,1,-1,1
3852,2,0,3,0,2,0,1,2,0,1,-1,-1,-1,1
3853,2,1,4,0,2,1,0,1,0,1,-1,-1,1,-1
3854,1,0,6,1,1,1,0,1,0,-1,-1,1,-1,1
3855,4,0,5,2,1,1,0,2,0,-1,1,-1,-1,1
3856,3,1,6,0,2,1,0,1,0,-1,1,-1,1,-1
3857,1,1,5,0,2,1,0,2,0,-1,1,-1,1,-1
3858,1,2,6,2,2,1,1,2,0,-1,-1,1,1,-1
3859,3,1,3,1,1,0,1,1,0,-1,1,-1,1,-1
3860,3,0,6,2,2,1,1,1,0,-1,1,-1,1,-1
3861,4,1,7,2,2,0,1,2,0,-1,-1,1,1,-1
3862,2,2,7,1,2,1,1,2,0,1,-1,-1,-1,1
3863,2,1,7,2,1,1,0,2,0,-1,-1,1,-1,1
3864,3,1,5,3,2,0,1,2,0,-1,-1,1,-1,1
3865,2,0,3,2,1,0,0,2,0,-1,-1,1,-1,1
3866,4,1,3,2,1,1,1,2,0,-1,1,-1,1,-1
3867,2,1,7,2,1,0,1,2,0,-1,-1,1,1,-1
3868,4,1,6,0,2,0,1,2,0,-1,1,-1,1,-1
3869,3,1,5,1,2,0,1,1,0,1,-1,-1,-1,1
3870,3,2,2,3,1,1,0,2,1,-1,1,-1,1,-1
3871,3,1,5,2,1,1,0,1,0,-1,1,-1,1,-1
3872,3,1,5,2,2,1,1,2,0,-1,1,-1,-1,1
3873,2,1,4,2,2,0,1,1,0,-1,-1,1,-1,1
3874,1,0,7,0,2,1,1,1,0,-1,1,-1,1,-1
3875,1,0,3,1,2,1,1,1,0,-1,1,-1,1,-1
3876,2,1,6,2,1,0,0,1,0,-1,-1,1,1,-1
3877,4,1,5,2,1,1,1,1,0,-1,1,-1,-1,1
3878,2,1,5,0,1,1,0,2,0,1,-1,-1,-1,1
3879,3,2,4,2,1,0,0,2,1,-1,-1,1,-1,1
3880,4,1,4,1,2,0,0,2,0,-1,-1,1,-1,1
3881,4,0,5,1,2,0,0,2,0,-1,-1,1,1,-1
3882,3,0,2,0,2,1,0,2,0,-1,1,-1,1,-1
3883,1,0,5,0,2,0,1,2,0,-1,1,-1,-1,1
3884,3,1,5,2,1,1,1,1,0,-1,1,-1,-1,1
3885,3,2,5,2,1,1,1,2,1,-1,-1,1,1,-1
3886,2,1,7,2,1,1,1,2,0,-1,1,-1,1,-1
3887,2,0,3,0,1,1,1,2,0,1,-1,-1,1,-1
3888,4,3,5,3,1,1,1,2,0,-1,1,-1,1,-1
3889,1,0,5,2,2,0,1,2,0,-1,-1,1,1,-1
3890,3,1,5,2,2,1,1,2,0,1,-1,-1,1,-1
3891,3,0,4,0,2,1,1,2,0,-1,1,-1,1,-1
3892,2,1,4,1,1,1,0,2,1,-1,-1,1,1,-1
3893,1,0,5,2,1,0,0,2,0,-1,1,-1,-1,1
3894,3,1,3,0,2,1,1,1,0,-1,1,-1,-1,1
3895,4,0,6,0,2,1,0,2,0,-1,1,-1,1,-1
3896,2,2,5,2,2,0,1,2,0,-1,-1,1,1,-1
3897,4,0,4,3,1,1,0,2,0,-1,1,-1,1,-1
3898,2,2,5,2,1,1,1,2,0,-1,-1,1,-1,1
3899,492,1,5,0,2,1,0,2,0,1,-1,-1,-1,1
3900,4,1,3,2,1,0,0,1,0,-1,1,-1,-1,1
3901,2,0,5,3,1,1,0,2,0,-1,-1,1,1,-1
3902,4,1,4,2,1,1,0,2,0,-1,1,-1,1,-1
3903,3,0,4,2,1,1,1,2,0,-1,1,-1,-1,1
3904,2,1,6,1,2,1,1,1,0,-1,1,-1,1,-1
3905,2,2,7,1,1,1,1,2,1,-1,1,-1,-1,1
3906,3,1,3,2,1,1,0,2,0,-1,1,-1,1,-1
3907,1,1,5,1,1,1,0,2,0,-1,-1,1,1,-1
3908,2,0,3,2,2,1,0,1,0,-1,-1,1,1,-1
3909,4,0,5,0,2,1,1,1,0,-1,1,-1,1,-1
3910,4,3,6,2,1,1,1,1,0,1,-1,-1,1,-1
3911,1,1,3,2,1,1,0,2,0,-1,-1,1,-1,1
3912,1,0,7,0,2,1,0,1,0,1,-1,-1,-1,1
3913,2,1,3,2,1,1,0,1,0,1,-1,-1,1,-1
3914,3,1,5,0,1,0,1,1,0,1,-1,-1,1,-1
3915,4,0,4,0,2,1,1,1,0,-1,1,-1,-1,1
3916,2,1,3,2,1,0,1,2,0,-1,1,-1,1,-1
3917,1,1,5,2,1,0,0,1,0,-1,1,-1,1,-1
3918,1,1,5,2,2,0,0,1,0,-1,-1,1,1,-1
3919,1,1,3,0,2,0,1,2,0,-1,1,-1,-1,1
3920,4,1,2,2,1,0,0,2,1,1,-1,-1,1,-1
3921,3,1,6,2,1,1,1,2,0,-1,1,-1,-1,1
3922,3,0,4,0,2,0,0,1,0,-1,1,-1,-1,1
3923,2,1,6,2,2,1,1,2,0,1,-1,-1,1,-1
3924,2,1,3,3,1,0,1,1,1,-1,-1,1,-1,1
3925,2,0,3,0,1,0,1,1,0,1,-1,-1,-1,1
3926,2,1,5,2,2,1,1,2,0,-1,-1,1,1,-1
3927,3,1,6,2,1,0,1,2,1,-1,-1,1,1,-1
3928,3,0,5,3,1,0,1,1,0,-1,1,-1,-1,1
3929,2,1,3,1,1,1,0,2,0,-1,1,-1,1,-1
3930,3,1,5,0,1,1,0,1,0,-1,1,-1,1,-1
3931,3,1,5,0,2,0,1,1,0,1,-1,-1,1,-1
3932,2,0,4,0,1,1,0,2,0,-1,1,-1,1,-1
3933,3,0,6,1,1,1,0,2,0,1,-1,-1,-1,1
3934,3,0,6,0,2,1,0,2,0,-1,1,-1,1,-1
3935,2,2,4,2,3,0,1,2,1,-1,-1,1,-1,1
3936,2,1,5,1,1,1,1,2,0,-1,1,-1,-1,1
3937,4,1,6,2,1,1,0,2,0,-1,1,-1,1,-1
3938,4,2,2,0,2,1,1,1,0,1,-1,-1,1,-1
3939,4,1,4,4,1,0,1,1,0,-1,1,-1,-1,1
3940,2,2,3,0,2,0,0,1,0,-1,1,-1,1,-1
3941,2,0,6,1,2,1,1,1,0,-1,-1,1,1,-1
3942,3,3,6,0,2,1,1,2,0,1,-1,-1,-1,1
3943,4,1,5,1,1,1,0,1,0,-1,-1,1,-1,1
3944,1,1,3,2,1,1,1,2,1,-1,-1,1,-1,1
3945,2,0,5,2,1,1,0,2,0,1,-1,-1,1,-1
3946,2,0,6,2,1,1,0,2,0,-1,1,-1,-1,1
3947,3,0,5,2,2,1,1,1,0,1,-1,-1,-1,1
3948,2,0,5,0,1,0,0,1,1,1,-1,-1,-1,1
3949,4,1,3,2,1,0,1,2,1,-1,-1,1,1,-1
3950,2,1,5,2,1,1,1,1,0,-1,-1,1,1,-1
3951,4,1,6,3,1,1,0,2,0,-1,1,-1,1,-1
3952,3,0,6,2,1,1,0,2,1,-1,-1,1,-1,1
3953,3,1,7,1,1,0,1,1,0,-1,1,-1,1,-1
3954,1,1,4,2,2,0,0,1,0,-1,-1,1,-1,1
3955,3,1,5,0,2,1,0,1,0,-1,1,-1,-1,1
3956,3,0,3,0,2,1,1,1,0,-1,1,-1,1,-1
3957,3,1,5,0,2,1,0,1,0,-1,1,-1,1,-1
3958,3,3,4,3,3,0,0,2,1,-1,-1,1,-1,1
3959,3,0,4,2,2,0,1,2,0,-1,1,-1,1,-1
3960,2,1,3,2,1,0,1,2,0,-1,1,-1,-1,1
3961,2,1,4,1,1,0,0,2,0,-1,-1,1,-1,1
3962,2,1,3,2,1,1,0,2,0,-1,-1,1,-1,1
3963,1,0,5,3,2,1,0,1,0,-1,1,-1,1,-1
3964,2,2,4,0,3,1,1,1,0,-1,1,-1,1,-1
3965,4,1,5,2,1,1,1,2,0,-1,-1,1,1,-1
3966,2,1,4,2,1,1,1,2,0,-1,1,-1,1,-1
3967,4,1,5,3,1,0,1,2,0,1,-1,-1,1,-1
3968,1,0,5,0,2,0,1,1,0,-1,1,-1,-1,1
3969,2,0,2,0,2,1,1,2,0,-1,1,-1,1,-1
3970,2,2,7,3,1,0,0,1,1,-1,1,-1,1,-1
3971,2,1,5,3,1,0,0,1,1,-1,1,-1,1,-1
3972,2,0,2,0,1,0,1,2,0,-1,1,-1,1,-1
3973,4,0,3,0,2,1,1,1,0,1,-1,-1,1,-1
3974,3,3,6,2,2,1,1,2,0,-1,1,-1,-1,1
3975,4,1,7,0,2,1,0,2,0,1,-1,-1,1,-1
3976,1,1,3,0,1,1,1,2,1,-1,1,-1,-1,1
3977,1,1,5,0,2,1,1,2,0,1,-1,-1,1,-1
3978,2,0,5,2,1,0,0,1,0,-1,1,-1,1,-1
3979,3,0,5,2,1,1,1,2,0,1,-1,-1,1,-1
3980,1,1,5,0,1,1,0,1,0,-1,1,-1,1,-1
3981,3,1,3,2,2,0,0,1,0,-1,-1,1,1,-1
3982,3,1,3,2,2,1,0,1,0,-1,-1,1,1,-1
3983,2,1,6,2,1,1,0,1,1,-1,-1,1,-1,1
3984,1,1,5,2,1,1,1,1,1,-1,1,-1,-1,1
3985,2,0,3,2,2,1,1,2,0,-1,-1,1,-1,1
3986,4,1,3,1,1,0,0,1,1,-1,-1,1,-1,1
3987,3,0,5,0,2,1,1,1,0,-1,1,-1,1,-1
3988,3,1,3,0,1,1,1,2,1,-1,1,-1,1,-1
3989,2,1,4,2,1,1,1,2,0,-1,1,-1,1,-1
3990,3,0,5,1,1,0,1,2,0,-1,1,-1,1,-1
3991,504,2,3,2,1,0,1,1,0,-1,-1,1,-1,1
3992,3,1,5,2,1,1,0,2,1,-1,1,-1,1,-1
3993,2,0,3,2,1,1,0,1,0,-1,1,-1,-1,1
3994,3,1,3,2,1,1,1,1,0,-1,1,-1,1,-1
3995,4,1,5,2,1,1,1,1,0,-1,-1,1,1,-1
3996,4,2,5,2,2,0,0,1,1,1,-1,-1,1,-1
3997,3,0,5,3,2,1,1,2,0,-1,-1,1,1,-1
3998,2,1,5,2,1,1,1,1,0,-1,1,-1,1,-1
3999,2,2,4,0,2,1,1,1,0,-1,1,-1,1,-1
4000,2,1,6,0,1,0,1,2,0,1,-1,-1,-1,1
4001,3,0,3,2,1,0,1,2,0,1,-1,-1,1,-1
4002,4,1,6,0,2,0,1,2,0,-1,1,-1,1,-1
4003,1,1,4,2,1,1,1,1,0,-1,-1,1,1,-1
4004,3,1,5,2,1,1,1,2,0,1,-1,-1,-1,1
4005,2,1,4,0,2,0,1,2,0,1,-1,-1,-1,1
4006,2,0,7,0,2,0,1,2,0,1,-1,-1,1,-1
4007,2,2,6,2,4,0,0,2,1,-1,-1,1,-1,1
4008,3,2,5,2,1,1,0,1,1,-1,-1,1,1,-1
4009,2,0,5,1,2,1,1,1,0,-1,-1,1,-1,1
4010,2,0,6,0,2,1,0,2,0,1,-1,-1,-1,1
4011,2,1,5,2,1,0,1,2,1,-1,-1,1,-1,1
4012,2,0,6,1,2,1,0,2,0,-1,1,-1,1,-1
4013,3,3,7,0,2,1,1,2,0,1,-1,-1,-1,1
4014,1,1,4,0,2,1,0,1,0,-1,1,-1,-1,1
4015,2,1,4,1,2,1,1,2,1,-1,-1,1,-1,1
4016,2,0,6,1,1,1,1,2,0,1,-1,-1,1,-1
4017,2,1,3,2,2,1,0,1,0,1,-1,-1,1,-1
4018,2,0,2,1,1,0,0,1,0,-1,1,-1,1,-1
4019,3,1,5,2,2,1,1,1,0,-1,-1,1,-1,1
4020,1,0,5,2,2,1,1,1,0,-1,1,-1,1,-1
4021,3,1,3,2,2,1,0,2,0,-1,-1,1,1,-1
4022,2,1,6,0,2,0,1,2,0,-1,1,-1,-1,1
4023,500,1,3,0,2,1,0,2,0,-1,1,-1,1,-1
4024,3,1,5,0,1,1,1,2,0,-1,1,-1,-1,1
4025,2,1,2,0,2,1,0,2,0,-1,1,-1,-1,1
4026,3,1,5,1,1,1,1,1,0,-1,1,-1,-1,1
4027,2,1,7,1,3,0,1,1,1,-1,1,-1,-1,1
4028,4,1,3,0,1,0,1,1,0,-1,1,-1,1,-1
4029,2,1,5,0,2,1,1,2,0,-1,1,-1,-1,1
4030,3,1,3,0,2,0,0,1,0,-1,1,-1,-1,1
4031,3,1,4,1,1,1,1,2,0,-1,-1,1,-1,1
4032,3,1,4,2,2,0,0,2,0,-1,-1,1,-1,1
4033,3,1,5,3,1,1,0,2,0,1,-1,-1,1,-1
4034,2,0,5,2,1,1,1,2,0,1,-1,-1,1,-1
4035,3,1,3,2,1,1,1,2,0,-1,-1,1,1,-1
4036,2,0,4,1,2,0,1,1,0,-1,1,-1,1,-1
4037,2,0,3,2,2,0,1,2,0,-1,-1,1,-1,1
4038,2,1,3,1,1,0,1,2,1,1,-1,-1,-1,1
4039,4,1,5,2,2,0,0,2,0,1,-1,-1,1,-1
4040,3,1,2,2,1,1,0,2,1,-1,-1,1,-1,1
4041,1,2,4,1,2,0,0,1,1,1,-1,-1,-1,1
4042,1,1,4,0,1,0,0,2,0,1,-1,-1,-1,1
4043,4,0,5,0,2,0,1,1,0,1,-1,-1,1,-1
